,O,H,L,C,V,UD,委買張數,委買筆數,委賣張數,委賣筆數,自營cbc,自營cbv,自營csc,自營csv,自營cbsc,自營cbsv,自營cbcoi,自營cbvoi,自營cscoi,自營csvoi,自營cbscoi,自營cbsvoi,自營pbc,自營pbv,自營psc,自營psv,自營pbsc,自營pbsv,自營pbcoi,自營pbvoi,自營pscoi,自營psvoi,自營pbscoi,自營pbsvoi,外資cbc,外資cbv,外資csc,外資csv,外資cbsc,外資cbsv,外資cbcoi,外資cbvoi,外資cscoi,外資csvoi,外資cbscoi,外資cbsvoi,外資pbc,外資pbv,外資psc,外資psv,外資pbsc,外資pbsv,外資pbcoi,外資pbvoi,外資pscoi,外資psvoi,外資pbscoi,外資pbsvoi,自營bc,自營bv,自營sc,自營sv,自營bsc,自營bsv,自營oibc,自營oibv,自營oisc,自營oisv,自營oibsc,自營oibsv,外資bc,外資bv,外資sc,外資sv,外資bsc,外資bsv,外資oibc,外資oibv,外資oisc,外資oisv,外資oibsc,外資oibsv,opwcp,opwp,opmcp,opmp
20171011,10576.12,10668.49,10576.12,10641.19,5885369.0,108.38,189432.0,1218924.0,199069.0,3203538.0,296120,555103,287088,541442,9032,13661,115949,433768,90714,501872,25235,-68104,280446,293049,308892,286524,-28446,6525,142619,117637,210655,158595,-68036,-40958,85366,244020,74443,223428,10923,20592,149992,668721,21200,165304,128792,503417,73475,130579,60310,117707,13165,12872,307206,250890,55573,69971,251633,180919,35114,74508184,34797,73840083,317,668101,10202,21651805,14230,30198628,-4028,-8546823,62448,132533902,56824,120585638,5624,11948264,82681,175721295,24114,51242288,58567,124479007,41.1,10600,65.1,10600
20171012,10668.39,10711.44,10668.39,10711.44,5340035.0,70.25,192177.0,1230407.0,185439.0,2846217.0,115107,260695,117218,300807,-2111,-40112,118053,528537,94929,636532,23124,-107995,139341,155538,149097,155244,-9756,294,148209,100938,226001,132935,-77792,-31997,49384,152327,42244,150403,7140,1924,158516,827372,22584,203999,135932,623373,42733,84515,31285,78785,11448,5730,320062,199188,56981,52884,263081,146304,20851,44492648,18981,40516480,1870,3976168,10759,22967338,13341,28483866,-2582,-5516528,35446,75643372,34643,73946169,803,1697204,84662,181027174,25292,54075792,59370,126951382,78.0,10700,151.0,10700
20171013,10712.48,10724.09,10675.83,10724.09,5230503.0,12.65,191861.0,1198741.0,178384.0,2758279.0,79097,141900,92858,193074,-13761,-51174,111676,515925,102313,687653,9363,-171728,113892,120987,107963,109310,5929,11677,158319,99413,230182,117490,-71863,-18077,24113,78106,23920,81234,193,-3129,158585,847710,22460,212896,136125,634814,30251,55786,21411,49667,8840,6119,327989,179540,56068,45387,271921,134153,14636,31285560,12658,27051985,1978,4233574,11991,25635507,12828,27422814,-837,-1787307,31673,67668290,33192,70937631,-1519,-3269341,86903,186038779,29067,62228432,57836,123810347,70.5,10700,144.5,10700
20171016,10735.14,10774.21,10723.37,10774.21,5675843.0,50.12,186620.0,1175247.0,184969.0,3093694.0,132572,322778,133868,293165,-1296,29613,112111,615003,104044,780708,8067,-165705,148726,162118,157985,158770,-9259,3348,165251,100568,246373,117050,-81122,-16482,49121,156359,50135,177867,-1014,-21508,160952,995596,25841,263540,135111,732056,37880,93796,36789,87813,1091,5983,331792,174213,58780,41397,273012,132816,23786,51060722,24068,51670102,-282,-609380,12840,27567428,13832,29694937,-992,-2127509,68808,147669162,70864,152140076,-2056,-4470913,97183,208879983,41403,89009984,55780,119869999,67.0,10800,143.0,10800
20171017,10790.35,10798.52,10723.15,10723.15,5270691.0,-51.06,204847.0,1309971.0,339003.0,4643836.0,134936,224292,123636,213699,11300,10593,123977,555362,104610,683554,19367,-128192,125531,138168,138494,142028,-12963,-3860,163753,134512,257838,153655,-94085,-19143,43934,125108,44797,138010,-863,-12903,162423,883490,28175,241636,134248,641854,35310,79100,29640,73987,5670,5112,337818,203979,59136,50972,278682,153007,24122,51846715,25677,55174166,-1555,-3327452,11146,23860929,14166,30324120,-3020,-6463191,78534,168791618,78297,168314064,237,477554,97988,209979425,41987,89988493,56001,119990932,48.0,10700,136.5,10700
20171018,10773.85,10790.31,10684.32,10720.28,5725668.0,-2.87,189350.0,1240629.0,264623.0,4143318.0,212183,305542,229444,343329,-17261,-37787,78435,275803,53497,322096,24938,-46293,223740,272154,249307,294294,-25567,-22141,80759,102829,168244,166892,-87485,-64063,61543,141316,57409,146713,4134,-5397,104729,707436,14646,140565,90083,566871,62717,145445,63383,149932,-666,-4487,220727,194921,28629,54337,192098,140584,29920,64180528,29974,64273052,-54,-92525,6157,13175500,12774,27367456,-6617,-14191956,48912,104900861,46359,99445518,2553,5455343,77900,167044373,20186,43279742,57714,123764631,28.6,10700,73.1,10700
20171019,10745.77,10798.54,10745.77,10760.29,5425709.0,40.01,197427.0,1257125.0,186406.0,2855218.0,120979,197986,99813,206346,21166,-8360,108713,329474,62609,381299,46104,-51825,155069,210646,151222,250145,3847,-39499,118990,126786,202628,213462,-83638,-86676,38101,116140,30763,108836,7338,7305,113266,793452,15845,163290,97421,630162,36331,95872,36655,109296,-324,-13424,227186,180587,35412,73812,191774,106775,17718,38152484,17184,36995397,534,1157087,6166,13241425,12180,26173861,-6014,-12932436,35728,76953219,36566,78751654,-838,-1798435,78809,169580729,21933,47188505,56876,122392224,96.0,10800,154.0,10800
20171020,10737.87,10753.77,10702.56,10728.88,5315395.0,-31.41,199655.0,1288129.0,183128.0,3203805.0,116001,194182,112525,203907,3476,-9725,120594,305608,71014,374114,49580,-68506,173360,272524,157957,270367,15403,2157,148059,165790,216294,265802,-68235,-100012,33616,100339,30457,94214,3159,6125,117937,738223,17357,155703,100580,582520,47362,119353,43285,122155,4077,-2803,233781,199287,37930,92947,195851,106340,17961,38547916,19439,41708550,-1478,-3160634,5624,12042507,13064,27994354,-7440,-15951847,41724,89537678,40607,87148648,1117,2389030,80084,171819037,22080,47364368,58004,124454669,97.0,10700,157.0,10700
20171023,10759.47,10792.27,10731.9,10735.21,4908904.0,6.33,183750.0,1087265.0,192187.0,3158025.0,111187,176151,110978,184686,209,-8534,125613,298974,75824,376767,49789,-77793,156120,224519,132075,187804,24045,36715,168142,179417,212332,214297,-44190,-34880,37657,105010,33626,106977,4031,-1966,121366,729733,16755,153727,104611,576006,42305,93728,35829,87366,6476,6362,239191,185409,36864,79313,202327,106096,19321,41552109,16095,34606918,3226,6945191,7896,16928248,12011,25750186,-4115,-8821938,34874,75007915,37435,80516320,-2561,-5508405,77484,166344335,22031,47284116,55453,119060219,76.5,10700,141.5,10700
20171024,10749.9,10766.64,10726.25,10743.78,5218344.0,8.57,192246.0,1221998.0,187857.0,3087905.0,97588,148342,94580,142240,3008,6102,134938,320282,82141,393259,52797,-72977,110722,124494,112091,144731,-1369,-20238,172368,167936,217927,214651,-45559,-46715,25585,68340,23123,68529,2462,-189,123969,741026,16896,156908,107073,584118,45485,90660,28246,69013,17239,21647,256344,208341,36778,73184,219566,135157,12557,26960509,13874,29789545,-1317,-2829036,6832,14651212,12202,26182024,-5370,-11530812,28952,62162787,28075,60282310,877,1880476,79289,170348404,22959,49311224,56330,121037180,69.0,10700,135.0,10700
20171025,10771.4,10794.55,10740.07,10750.57,5481983.0,6.79,204039.0,1340911.0,199437.0,3323674.0,146975,217738,156252,230521,-9277,-12783,97049,283067,68631,366477,28418,-83410,178242,197765,186205,222608,-7963,-24843,106178,151330,193772,211647,-87594,-60317,43290,110524,39202,101465,4088,9059,124314,729519,15320,150082,108994,579437,55707,126970,40559,91752,15148,35218,263039,237493,32293,61732,230746,175761,19832,42645724,19482,41884913,350,760811,6783,14541497,11810,25325388,-5027,-10783891,37388,80404241,40640,87397061,-3252,-6992821,76166,163543343,23091,49566921,53075,113976422,51.1,10800,78.0,10800
20171026,10735.35,10756.51,10716.52,10734.76,5178511.0,-15.81,205503.0,1399150.0,195532.0,3265526.0,100517,178563,89890,159359,10627,19203,114378,293158,75333,369112,39045,-75954,116131,160609,117315,209142,-1184,-48533,125475,161519,214253,268349,-88778,-106830,28573,70908,23303,72040,5270,-1132,130600,702831,16336,148402,114264,554429,40189,138795,30693,105965,9496,32830,275542,301299,35300,87832,240242,213467,13706,29393679,14740,31613413,-1034,-2219733,5594,11974159,11682,25023312,-6088,-13049153,34582,74179736,33998,72912731,584,1267005,77492,166206468,23833,51101216,53659,115105252,95.0,10700,141.0,10700
20171027,10757.35,10803.6,10701.08,10709.11,6624115.0,-25.65,202846.0,1373173.0,203832.0,3243787.0,155334,271264,157815,282976,-2481,-11712,123435,290066,86871,368439,36564,-78373,200609,292513,187956,313338,12653,-20825,151723,210136,227848,335945,-76125,-125809,32055,88562,30956,101067,1099,-12505,133759,666271,18396,148626,115363,517645,58229,153481,34052,108447,24177,45034,303263,395169,38844,114677,264419,280492,23605,50728219,23159,49753523,446,974696,6891,14727168,12442,26607874,-5551,-11880706,42782,91920763,43388,93232346,-606,-1311583,77894,166813753,24847,53186949,53047,113626804,79.5,10700,130.0,10700
20171030,10777.6,10842.25,10743.13,10756.87,5504482.0,47.76,188364.0,1233995.0,202066.0,3409158.0,162464,293590,175893,323558,-13429,-29968,126607,337170,103472,422595,23135,-85425,206674,300453,191669,295716,15005,4737,172048,202299,233168,298956,-61120,-96657,51642,148170,46491,153351,5151,-5181,140606,726844,20092,167868,120514,558976,52648,128230,47699,121677,4949,6553,309381,345847,40013,100823,269368,245024,24403,52544585,23312,50184791,1091,2359795,6830,14643032,11165,23950764,-4335,-9307732,54430,117191649,52053,112060241,2377,5131408,81124,174298351,25700,55188739,55424,119109612,68.5,10800,117.0,10800
20171031,10768.9,10829.33,10747.37,10793.8,5298369.0,36.93,187367.0,1251606.0,186895.0,3152075.0,129087,220532,142150,259574,-13063,-39042,123092,365826,113020,499693,10072,-133867,180504,218503,184544,228169,-4040,-9666,180309,174270,245469,261763,-65160,-87493,30498,88811,31473,92833,-975,-4022,141327,790881,21788,191898,119539,598983,42159,85669,34626,84125,7533,1544,320972,305587,44071,89664,276901,215923,19143,41218602,16530,35585435,2613,5633167,8671,18658424,10337,22240975,-1666,-3582551,34615,74520631,35787,77045639,-1172,-2525008,81299,175270806,27050,58286610,54249,116984196,41.5,10800,97.5,10800
20171101,10816.04,10843.41,10785.32,10806.36,5892810.0,12.56,208684.0,1301021.0,210657.0,3281696.0,166886,312630,173994,281899,-7108,30731,100085,340332,91938,462555,8147,-122223,202851,235950,205326,210842,-2475,25109,126556,145491,215518,203426,-88962,-57935,41292,112157,41829,114863,-537,-2706,139141,831421,17103,179381,122038,652040,54598,104790,39772,86355,14826,18434,326754,294665,44674,79679,282080,214986,17278,37315511,17241,37228261,37,87250,8096,17468597,9736,20996964,-1640,-3528367,35381,76423030,38791,83794302,-3410,-7371272,77963,168482620,27171,58690199,50792,109792421,0.4,10800,68.2,10800
20171102,10797.63,10827.67,10788.51,10788.51,5577351.0,-17.85,214565.0,1351271.0,208940.0,3296220.0,106652,188705,101658,212550,4994,-23845,114424,306941,101283,450921,13141,-143980,128142,182279,117256,200239,10886,-17960,148350,173481,226426,251179,-78076,-77698,31432,83195,26796,91056,4636,-7861,144949,765013,18275,170431,126674,594582,39481,82353,30194,75944,9287,6409,338129,321714,46762,91532,291367,230182,13210,28484364,13589,29305735,-379,-821371,8410,18099741,10407,22388853,-1997,-4289112,32062,69165851,31881,68768997,181,396853,78170,168507902,27224,58658545,50946,109849357,99.5,10800,120.0,10800
20171103,10797.91,10835.7,10765.31,10800.77,5305974.0,12.26,199950.0,1278748.0,231869.0,3767153.0,83373,143137,99847,163436,-16474,-20299,109064,300476,112397,464829,-3333,-164353,123201,181524,106220,158933,16981,22591,172404,175768,233499,229224,-61095,-53456,23902,65938,23202,78368,700,-12429,148991,757568,21617,183912,127374,573656,33962,77069,26035,68670,7927,8399,346512,297920,47218,82082,299294,215838,13784,29694841,12502,26928653,1282,2766187,9571,20612233,10205,21964494,-634,-1352261,32113,69192574,34410,74144808,-2297,-4952234,76727,165488831,28078,60533472,48649,104955359,79.0,10800,103.0,10800
20171106,10856.56,10858.5,10769.19,10786.19,5335214.0,-14.58,204603.0,1320983.0,211547.0,3323347.0,123865,185141,126083,182195,-2218,2946,112588,280637,118139,429211,-5551,-148574,140988,199949,145489,208009,-4501,-8060,181417,183781,247013,250412,-65596,-66631,35370,87529,31311,91885,4059,-4356,151912,691210,20479,158023,131433,533187,57322,125340,39908,101882,17414,23458,364285,333530,47577,85921,316708,247609,16729,36059129,16249,35022948,480,1036181,11248,24194167,11276,24237437,-28,-43270,43729,94265669,45457,97964770,-1728,-3699101,76720,165226642,29801,64151203,46919,101075439,61.0,10800,88.5,10800
20171107,10820.83,10842.61,10807.89,10840.34,6045146.0,54.15,208161.0,1367974.0,205612.0,3347282.0,126057,186490,125357,193289,700,-6799,119776,343669,124627,517850,-4851,-174181,154586,178593,165841,181380,-11255,-2788,182236,141236,259087,191358,-76851,-50122,34933,87156,28708,82530,6225,4625,158834,793955,21176,191382,137658,602573,48480,87777,31448,75551,17032,12226,383682,279920,49942,72403,333740,207517,14870,32107492,13094,28270794,1776,3836697,12225,26418615,10273,22180142,1952,4238473,32861,70952695,30115,65033091,2746,5919605,76830,166257603,27165,58751351,49665,107506252,54.7,10800,81.7,10800
20171108,10839.44,10844.74,10806.01,10818.99,5825382.0,-21.35,221241.0,1379484.0,215719.0,3364070.0,118734,154263,120665,155802,-1931,-1539,105094,293563,111560,462691,-6466,-169128,140104,151553,145218,144978,-5114,6575,129802,133262,226316,164402,-96514,-31140,27901,68521,26764,68525,1137,-4,156092,734936,15631,151456,140461,583480,34383,70381,30255,71159,4128,-778,383499,265717,48915,69375,334584,196342,11477,24808998,11021,23818566,456,990432,12172,26264413,9751,21016899,2421,5247514,28891,62423663,30514,65933923,-1623,-3510260,73243,158229395,26601,57435285,46642,100794110,15.6,10800,56.1,10800
20171109,10802.95,10831.38,10721.87,10743.27,6773765.0,-75.72,207992.0,1315628.0,215665.0,3323263.0,164902,237840,170209,274265,-5307,-36426,110708,222219,122481,367293,-11773,-145074,181340,265999,171624,281617,9716,-15618,140961,203550,227759,217879,-86798,-14329,41651,94420,31445,90788,10206,3632,167279,569286,16612,117235,150667,452051,45987,107005,33886,99518,12101,7487,395294,325165,48609,94568,346685,230597,23315,50215246,24437,52607700,-1122,-2392454,12219,26161052,10900,23317886,1319,2843166,56453,121625761,58597,126282587,-2144,-4656826,73692,157969722,29194,62551973,44498,95417749,99.5,10700,182.5,10700
20171110,10713.67,10742.61,10659.29,10732.67,5757064.0,-10.60,194901.0,1231877.0,210641.0,3263603.0,132526,182873,124518,159668,8008,23205,124052,246730,127817,362621,-3765,-115891,151831,250320,149027,240099,2804,10221,152944,200903,236938,208019,-83994,-7116,36671,90932,27763,76728,8908,14204,177015,580075,17440,116789,159575,463286,52509,125058,38212,118451,14297,6607,406375,288124,45393,85562,360982,202562,17127,36653016,18344,39252445,-1217,-2599429,10704,22930684,10685,22874470,19,56214,50709,108523085,48881,104619801,1828,3903284,77267,165731136,30921,66295333,46346,99435803,81.0,10700,169.0,10700
20171113,10728.22,10749.39,10683.92,10683.92,6229624.0,-48.75,191638.0,1287729.0,204857.0,3434776.0,101078,146231,102940,148009,-1862,-1778,130838,215503,136465,325342,-5627,-109839,114833,145095,114893,157377,-60,-12282,164390,233158,248444,246837,-84054,-13679,24624,62354,19215,55647,5409,6707,182343,515366,17359,101570,164984,413796,30621,74034,23345,69286,7276,4748,415437,313116,47179,97986,368258,215130,15586,33373983,16378,35065239,-792,-1691256,11248,24016729,12005,25621687,-757,-1604958,62856,134600103,62238,133296227,618,1303876,76678,163893859,29710,63473446,46968,100420413,64.5,10700,154.5,10700
20171114,10716.59,10735.08,10654.58,10687.18,6144204.0,3.26,192384.0,1268778.0,208077.0,3272680.0,137089,186893,151513,206469,-14424,-19575,128783,212163,148834,336392,-20051,-124229,167917,244098,147988,216399,19929,27699,176079,235962,240204,222448,-64125,13514,37147,86712,30068,80751,7079,5961,189299,490675,17236,94168,172063,396507,46206,121553,41287,113915,4919,7638,420414,316701,47237,99764,373177,216937,27374,58449135,24539,52393120,2835,6056015,12302,26242674,10204,21744302,2098,4498372,93420,199448383,95973,204906693,-2553,-5458310,82523,176163815,38111,81331278,44412,94832537,44.0,10700,137.5,10700
20171115,10662.08,10669.59,10600.26,10630.65,5702011.0,-56.53,197582.0,1270100.0,216662.0,3456626.0,180940,237649,211513,243655,-30573,-6005,89283,132773,64989,212013,24294,-79240,204188,342527,207714,320012,-3526,22515,78664,175610,162227,211543,-83563,-35933,51756,114407,47397,109827,4359,4579,106840,366366,6937,68871,99903,297495,85655,203648,65315,173584,20340,30063,301558,387134,29764,95312,271794,291822,25168,53497660,25098,53344725,70,152935,5775,12216613,6556,13854853,-781,-1638240,57784,122803058,61256,130202947,-3472,-7399889,67995,144155729,29600,62719644,38395,81436085,37.6,10600,60.1,10600
20171116,10629.16,10666.66,10609.23,10625.04,5313222.0,-5.61,184898.0,1245052.0,210253.0,3385119.0,108186,192842,105192,211273,2994,-18430,111748,182788,84460,283548,27288,-100760,133439,186542,126585,224635,6854,-38093,108892,178687,185601,242840,-76709,-64153,36142,91950,23202,76042,12940,15908,121338,387882,8495,74590,112843,313292,27616,85388,26880,88669,736,-3281,305900,347059,33370,98481,272530,248578,10311,21865602,10275,21792162,36,73441,6209,13151800,6951,14707084,-742,-1555284,28789,61058792,27589,58514654,1200,2544138,69219,146956539,29623,62855380,39596,84101159,102.0,10600,163.0,10600
20171117,10673.43,10729.45,10673.43,10701.64,5938294.0,76.60,199090.0,1321638.0,222040.0,3223586.0,120948,308267,118869,268096,2079,40171,115962,261560,86595,345607,29367,-84047,153522,217250,159523,226485,-6001,-9235,126016,145053,208726,187108,-82710,-42055,43771,133810,26072,97679,17699,36131,139325,514324,8783,88979,130542,425345,32829,88780,27029,79226,5800,9553,314533,257903,36203,76259,278330,181644,14826,31689153,16107,34436015,-1281,-2746862,5836,12458159,7845,16738592,-2009,-4280433,42238,90306482,34560,73890516,7678,16415966,71797,153665984,24523,52447815,47274,101218169,79.5,10700,142.5,10700
20171120,10706.79,10728.39,10656.18,10664.55,5762384.0,-37.09,188751.0,1235397.0,199180.0,3405522.0,100944,194629,111791,188118,-10847,6510,114373,209826,95853,282742,18520,-72916,131976,188667,108825,159784,23151,28883,147189,185977,206748,203120,-59559,-17143,30719,83275,24286,77614,6433,5661,146213,455202,9238,81890,136975,373312,35583,103038,28965,87888,6618,15151,319765,281281,34817,85442,284948,195839,13312,28434899,12081,25795950,1231,2638948,6744,14351927,7571,16088193,-827,-1736266,26839,57338181,30776,65761746,-3937,-8423564,70372,150094552,27036,57623035,43336,92471517,59.5,10700,128.0,10700
20171121,10688.22,10787.58,10687.26,10779.24,6989751.0,114.69,199121.0,1340840.0,203367.0,3254990.0,151625,283389,148091,320007,3534,-36617,114528,357276,92474,444136,22054,-86860,189647,235070,201205,240255,-11558,-5185,159409,136458,230526,142419,-71117,-5961,55008,165765,33652,120464,21356,45301,168147,717570,9816,111286,158331,606284,47784,138084,33860,85747,13924,52338,335798,221736,36926,47922,298872,173814,19713,42324621,19069,40941305,644,1383316,7370,15858693,7556,16237292,-186,-378599,37978,81491487,36236,77785062,1742,3706424,73146,157753313,28067,60488897,45079,97264416,36.0,10800,111.5,10800
